endereco_cep,endereco_municipio,endereco_uf,endereco_regiao,endereco_mesorregiao
36025290,JUIZ DE FORA,MG,SUDESTE,ZONA DA MATA
05018001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
15155000,JACI,SP,SUDESTE,SAO JOSE DO RIO PRETO
16074360,ARACATUBA,SP,SUDESTE,ARACATUBA
88104801,SAO JOSE,SC,SUL,GRANDE FLORIANOPOLIS
28894315,RIO DAS OSTRAS,RJ,SUDESTE,BAIXADAS
13059670,CAMPINAS,SP,SUDESTE,CAMPINAS
08790310,MOGI DAS CRUZES,SP,SUDESTE,METROPOLITANA DE SAO PAULO
21051280,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
21770190,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
85853430,FOZ DO IGUACU,PR,SUL,OESTE PARANAENSE
90050001,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
79086441,CAMPO GRANDE,MS,CENTRO-OESTE,CENTRO NORTE DE MATO GROSSO DO SUL
64750000,PAULISTANA,PI,NORDESTE,SUDESTE PIAUIENSE
65920000,SAO PEDRO DA AGUA BRANCA,MA,NORDESTE,OESTE MARANHENSE
03828090,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14166470,SERTAOZINHO,SP,SUDESTE,RIBEIRAO PRETO
02328160,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
15093340,SAO JOSE DO RIO PRETO,SP,SUDESTE,SAO JOSE DO RIO PRETO
55665000,CAMOCIM DE SAO FELIX,PE,NORDESTE,AGRESTE PERNAMBUCANO
13610238,LEME,SP,SUDESTE,PIRACICABA
27240571,VOLTA REDONDA,RJ,SUDESTE,SUL FLUMINENSE
32143130,CONTAGEM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
11533150,CUBATAO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
04257145,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13053242,CAMPINAS,SP,SUDESTE,CAMPINAS
50070000,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
02672070,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
84010350,PONTA GROSSA,PR,SUL,CENTRO ORIENTAL PARANAENSE
68554707,REDENCAO,PA,NORTE,SUDESTE PARAENSE
04128081,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
75913202,RIO VERDE,GO,CENTRO-OESTE,SUL GOIANO
56760000,TUPARETAMA,PE,NORDESTE,SERTAO PERNAMBUCANO
07072080,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
95700694,BENTO GONCALVES,RS,SUL,NORDESTE RIO GRANDENSE
04010100,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
79907414,PONTA PORA,MS,CENTRO-OESTE,SUDOESTE DE MATO GROSSO DO SUL
06780040,TABOAO DA SERRA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
03656020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
62620970,IRAUCUBA,CE,NORDESTE,NOROESTE CEARENSE
57036590,MACEIO,AL,NORDESTE,LESTE ALAGOANO
13320220,SALTO,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
03508000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
84265190,TELEMACO BORBA,PR,SUL,CENTRO ORIENTAL PARANAENSE
13901707,AMPARO,SP,SUDESTE,CAMPINAS
03437000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
35700197,SETE LAGOAS,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
79100350,CAMPO GRANDE,MS,CENTRO-OESTE,CENTRO NORTE DE MATO GROSSO DO SUL
88370168,NAVEGANTES,SC,SUL,VALE DO ITAJAI
07114180,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
85560000,CHOPINZINHO,PR,SUL,SUDOESTE PARANAENSE
30881400,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
05334060,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
38408256,UBERLANDIA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
99010220,PASSO FUNDO,RS,SUL,NOROESTE RIO GRANDENSE
46470000,RIACHO DE SANTANA,BA,NORDESTE,CENTRO SUL BAIANO
15090190,SAO JOSE DO RIO PRETO,SP,SUDESTE,SAO JOSE DO RIO PRETO
69025005,MANAUS,AM,NORTE,CENTRO AMAZONENSE
14406136,FRANCA,SP,SUDESTE,RIBEIRAO PRETO
37420000,CAMBUQUIRA,MG,SUDESTE,SUL SUDOESTE DE MINAS
37264000,RIBEIRAO VERMELHO,MG,SUDESTE,CAMPO DAS VERTENTES
27275040,VOLTA REDONDA,RJ,SUDESTE,SUL FLUMINENSE
06622005,JANDIRA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
01238010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
66080008,BELEM,PA,NORTE,METROPOLITANA DE BELEM
08285320,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
35162165,IPATINGA,MG,SUDESTE,VALE DO RIO DOCE
57046570,MACEIO,AL,NORDESTE,LESTE ALAGOANO
04176150,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
09541270,SAO CAETANO DO SUL,SP,SUDESTE,METROPOLITANA DE SAO PAULO
83707010,ARAUCARIA,PR,SUL,METROPOLITANA DE CURITIBA
13469130,AMERICANA,SP,SUDESTE,CAMPINAS
09633000,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
81630060,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
39120000,GOUVEIA,MG,SUDESTE,JEQUITINHONHA
22753050,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
69940000,SENA MADUREIRA,AC,NORTE,VALE DO ACRE
89045499,BLUMENAU,SC,SUL,VALE DO ITAJAI
32611600,BETIM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
27525180,RESENDE,RJ,SUDESTE,SUL FLUMINENSE
54786460,CAMARAGIBE,PE,NORDESTE,METROPOLITANA DE RECIFE
80620070,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
55004260,CARUARU,PE,NORDESTE,AGRESTE PERNAMBUCANO
13835000,CONCHAL,SP,SUDESTE,PIRACICABA
89136000,RODEIO,SC,SUL,VALE DO ITAJAI
65365000,ZE DOCA,MA,NORDESTE,OESTE MARANHENSE
90520070,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
01034902,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14169444,SERTAOZINHO,SP,SUDESTE,RIBEIRAO PRETO
72318230,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
41213430,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
88901044,ARARANGUA,SC,SUL,SUL CATARINENSE
75680156,CALDAS NOVAS,GO,CENTRO-OESTE,SUL GOIANO
81020740,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
18271855,TATUI,SP,SUDESTE,ITAPETININGA
68617000,CACHOEIRA DO PIRIA,PA,NORTE,NORDESTE PARAENSE
24140169,NITEROI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
65066841,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
59770000,PATU,RN,NORDESTE,OESTE POTIGUAR
32071118,CONTAGEM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
24935540,MARICA,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
04425030,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
44565000,VARZEDO,BA,NORDESTE,METROPOLITANA DE SALVADOR
96810072,SANTA CRUZ DO SUL,RS,SUL,CENTRO ORIENTAL RIO GRANDENSE
15770000,TRES FRONTEIRAS,SP,SUDESTE,SAO JOSE DO RIO PRETO
45860970,CANAVIEIRAS,BA,NORDESTE,SUL BAIANO
12580000,ROSEIRA,SP,SUDESTE,VALE DO PARAIBA PAULISTA
13477350,AMERICANA,SP,SUDESTE,CAMPINAS
38182472,ARAXA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
08738180,MOGI DAS CRUZES,SP,SUDESTE,METROPOLITANA DE SAO PAULO
18675000,BOREBI,SP,SUDESTE,BAURU
42738605,LAURO DE FREITAS,BA,NORDESTE,METROPOLITANA DE SALVADOR
22793105,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
13917122,JAGUARIUNA,SP,SUDESTE,CAMPINAS
40220330,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
23820430,ITAGUAI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
25931294,MAGE,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
13207655,JUNDIAI,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
78610000,PONTE BRANCA,MT,CENTRO-OESTE,SUDESTE MATO GROSSENSE
78060365,CUIABA,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
45078498,VITORIA DA CONQUISTA,BA,NORDESTE,CENTRO SUL BAIANO
48570000,SANTA BRIGIDA,BA,NORDESTE,NORDESTE BAIANO
04428020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
19027018,PRESIDENTE PRUDENTE,SP,SUDESTE,PRESIDENTE PRUDENTE
75240000,BELA VISTA DE GOIAS,GO,CENTRO-OESTE,CENTRO GOIANO
36900336,MANHUACU,MG,SUDESTE,ZONA DA MATA
32410136,IBIRITE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
11725030,PRAIA GRANDE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
81900110,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
81200100,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
30431415,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
05866000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13575331,SAO CARLOS,SP,SUDESTE,ARARAQUARA
88113780,SAO JOSE,SC,SUL,GRANDE FLORIANOPOLIS
09321375,MAUA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
62870000,PACAJUS,CE,NORDESTE,METROPOLITANA DE FORTALEZA
06194050,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
09271160,SANTO ANDRE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
03963080,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13285632,VINHEDO,SP,SUDESTE,CAMPINAS
04635080,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
30770020,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
45550000,UBATA,BA,NORDESTE,SUL BAIANO
04621010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
35701313,SETE LAGOAS,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
09991000,DIADEMA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
08115100,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
40352025,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
36015010,JUIZ DE FORA,MG,SUDESTE,ZONA DA MATA
13485342,LIMEIRA,SP,SUDESTE,PIRACICABA
98010160,CRUZ ALTA,RS,SUL,NOROESTE RIO GRANDENSE
59133090,NATAL,RN,NORDESTE,LESTE POTIGUAR
65010040,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
35162852,IPATINGA,MG,SUDESTE,VALE DO RIO DOCE
87180000,PRESIDENTE CASTELO BRANCO,PR,SUL,NORTE CENTRAL PARANAENSE
68902891,MACAPA,AP,NORTE,SUL DO AMAPA
68270000,ORIXIMINA,PA,NORTE,BAIXO AMAZONAS
85601372,FRANCISCO BELTRAO,PR,SUL,SUDOESTE PARANAENSE
24220120,NITEROI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
28909480,CABO FRIO,RJ,SUDESTE,BAIXADAS
29162589,SERRA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
78138372,VARZEA GRANDE,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
41770235,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
68655000,IRITUIA,PA,NORTE,NORDESTE PARAENSE
62785000,ACARAPE,CE,NORDESTE,NORTE CEARENSE
44880000,CAFARNAUM,BA,NORDESTE,CENTRO NORTE BAIANO
22723205,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
18046130,SOROCABA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
44085002,FEIRA DE SANTANA,BA,NORDESTE,CENTRO NORTE BAIANO
58680000,TAPEROA,PB,NORDESTE,BORBOREMA
18604010,BOTUCATU,SP,SUDESTE,BAURU
13202451,JUNDIAI,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
97220000,FAXINAL DO SOTURNO,RS,SUL,CENTRO OCIDENTAL RIO GRANDENSE
55192050,SANTA CRUZ DO CAPIBARIBE,PE,NORDESTE,AGRESTE PERNAMBUCANO
08773000,MOGI DAS CRUZES,SP,SUDESTE,METROPOLITANA DE SAO PAULO
65071322,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
36947000,CONCEICAO DE IPANEMA,MG,SUDESTE,VALE DO RIO DOCE
89180000,RIO DO OESTE,SC,SUL,VALE DO ITAJAI
88701880,TUBARAO,SC,SUL,SUL CATARINENSE
88034000,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
88501135,LAGES,SC,SUL,SERRANA
07095200,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
20771000,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
69280000,MANICORE,AM,NORTE,SUL AMAZONENSE
70673437,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
98781520,SANTA ROSA,RS,SUL,NOROESTE RIO GRANDENSE
53402525,PAULISTA,PE,NORDESTE,METROPOLITANA DE RECIFE
01205000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
46170000,RIO DE CONTAS,BA,NORDESTE,CENTRO SUL BAIANO
83408470,COLOMBO,PR,SUL,METROPOLITANA DE CURITIBA
11704400,PRAIA GRANDE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
04693130,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
03253050,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
86063390,LONDRINA,PR,SUL,NORTE CENTRAL PARANAENSE
22021040,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
26551161,MESQUITA,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
31620120,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
80430190,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
77370000,NATIVIDADE,TO,NORTE,ORIENTAL DO TOCANTINS
37548000,CONCEICAO DOS OUROS,MG,SUDESTE,SUL SUDOESTE DE MINAS
88075000,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
92320760,CANOAS,RS,SUL,METROPOLITANA DE PORTO ALEGRE
05755150,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
79006001,CAMPO GRANDE,MS,CENTRO-OESTE,CENTRO NORTE DE MATO GROSSO DO SUL
35500312,DIVINOPOLIS,MG,SUDESTE,OESTE DE MINAS
95785000,HARMONIA,RS,SUL,METROPOLITANA DE PORTO ALEGRE
74055140,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
07174010,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
68580000,ITUPIRANGA,PA,NORTE,SUDESTE PARAENSE
24455110,SAO GONCALO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
13060400,CAMPINAS,SP,SUDESTE,CAMPINAS
69316516,BOA VISTA,RR,NORTE,NORTE DE RORAIMA
65609160,CAXIAS,MA,NORDESTE,LESTE MARANHENSE
87200310,CIANORTE,PR,SUL,NOROESTE PARANAENSE
20745000,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
86800260,APUCARANA,PR,SUL,NORTE CENTRAL PARANAENSE
45000280,VITORIA DA CONQUISTA,BA,NORDESTE,CENTRO SUL BAIANO
68908153,MACAPA,AP,NORTE,SUL DO AMAPA
74885575,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
85700000,BARRACAO,PR,SUL,SUDOESTE PARANAENSE
60160196,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
75382383,TRINDADE,GO,CENTRO-OESTE,CENTRO GOIANO
13212506,JUNDIAI,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
54503410,CABO DE SANTO AGOSTINHO,PE,NORDESTE,METROPOLITANA DE RECIFE
60810001,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
28621295,NOVA FRIBURGO,RJ,SUDESTE,CENTRO FLUMINENSE
23098062,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
85155000,INACIO MARTINS,PR,SUL,CENTRO SUL PARANAENSE
06716050,COTIA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
21331030,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
58038140,JOAO PESSOA,PB,NORDESTE,MATA PARAIBANA
49052210,ARACAJU,SE,NORDESTE,LESTE SERGIPANO
93336210,NOVO HAMBURGO,RS,SUL,METROPOLITANA DE PORTO ALEGRE
52120320,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
29167920,SERRA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
91710000,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
40300755,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
02190120,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
09015311,SANTO ANDRE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
07901080,FRANCISCO MORATO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
05114001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14400440,FRANCA,SP,SUDESTE,RIBEIRAO PRETO
38401244,UBERLANDIA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
04855120,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
75903270,RIO VERDE,GO,CENTRO-OESTE,SUL GOIANO
82630492,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
89562730,VIDEIRA,SC,SUL,OESTE CATARINENSE
27536015,RESENDE,RJ,SUDESTE,SUL FLUMINENSE
74255220,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
13615730,LEME,SP,SUDESTE,PIRACICABA
66085250,BELEM,PA,NORTE,METROPOLITANA DE BELEM
13561180,SAO CARLOS,SP,SUDESTE,ARARAQUARA
84266010,TELEMACO BORBA,PR,SUL,CENTRO ORIENTAL PARANAENSE
15044090,SAO JOSE DO RIO PRETO,SP,SUDESTE,SAO JOSE DO RIO PRETO
41810000,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
72860416,NOVO GAMA,GO,CENTRO-OESTE,LESTE GOIANO
09450000,RIO GRANDE DA SERRA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
76200000,IPORA,GO,CENTRO-OESTE,CENTRO GOIANO
83203550,PARANAGUA,PR,SUL,METROPOLITANA DE CURITIBA
32405507,IBIRITE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
83206250,PARANAGUA,PR,SUL,METROPOLITANA DE CURITIBA
23045800,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
21550170,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
62375970,CARNAUBAL,CE,NORDESTE,NOROESTE CEARENSE
11040140,SANTOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
89295000,RIO NEGRINHO,SC,SUL,NORTE CATARINENSE
04546020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
98280000,PANAMBI,RS,SUL,NOROESTE RIO GRANDENSE
13423508,PIRACICABA,SP,SUDESTE,PIRACICABA
01452919,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
21331240,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
65990000,RIACHAO,MA,NORDESTE,SUL MARANHENSE
32606418,BETIM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
55014180,CARUARU,PE,NORDESTE,AGRESTE PERNAMBUCANO
55024240,CARUARU,PE,NORDESTE,AGRESTE PERNAMBUCANO
29055460,VITORIA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
59022000,NATAL,RN,NORDESTE,LESTE POTIGUAR
59010115,NATAL,RN,NORDESTE,LESTE POTIGUAR
54762837,CAMARAGIBE,PE,NORDESTE,METROPOLITANA DE RECIFE
21235602,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
13015080,CAMPINAS,SP,SUDESTE,CAMPINAS
90240111,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
13986000,ITAPIRA,SP,SUDESTE,CAMPINAS
74425720,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
89226732,JOINVILLE,SC,SUL,NORTE CATARINENSE
04545100,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
30240050,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
81925300,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
76913615,JI PARANA,RO,NORTE,LESTE RONDONIENSE
89278000,CORUPA,SC,SUL,NORTE CATARINENSE
36037087,JUIZ DE FORA,MG,SUDESTE,ZONA DA MATA
05409011,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
53030010,OLINDA,PE,NORDESTE,METROPOLITANA DE RECIFE
28970000,ARARUAMA,RJ,SUDESTE,BAIXADAS
58795000,SANTANA DOS GARROTES,PB,NORDESTE,SERTAO PARAIBANO
06703785,COTIA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
74960390,APARECIDA DE GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
18278705,TATUI,SP,SUDESTE,ITAPETININGA
12309360,JACAREI,SP,SUDESTE,VALE DO PARAIBA PAULISTA
15811010,CATANDUVA,SP,SUDESTE,SAO JOSE DO RIO PRETO
25935658,MAGE,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
23943150,ANGRA DOS REIS,RJ,SUDESTE,SUL FLUMINENSE
25630021,PETROPOLIS,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
22785200,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
59025500,NATAL,RN,NORDESTE,LESTE POTIGUAR
68750000,CURUCA,PA,NORTE,NORDESTE PARAENSE
60764000,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
32600828,BETIM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
36400368,CONSELHEIRO LAFAIETE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
64076345,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
62160000,COREAU,CE,NORDESTE,NOROESTE CEARENSE
29390000,IUNA,ES,SUDESTE,SUL ESPIRITO SANTENSE
05892340,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
45005246,VITORIA DA CONQUISTA,BA,NORDESTE,CENTRO SUL BAIANO
08535140,FERRAZ DE VASCONCELOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
87030370,MARINGA,PR,SUL,NORTE CENTRAL PARANAENSE
78098270,CUIABA,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
72006271,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
21321560,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
14402323,FRANCA,SP,SUDESTE,RIBEIRAO PRETO
49037580,ARACAJU,SE,NORDESTE,LESTE SERGIPANO
82960020,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
55920000,ITAMBE,PE,NORDESTE,MATA PERNAMBUCANA
85503060,PATO BRANCO,PR,SUL,SUDOESTE PARANAENSE
13574250,SAO CARLOS,SP,SUDESTE,ARARAQUARA
46270000,PIRIPA,BA,NORDESTE,CENTRO SUL BAIANO
96211040,RIO GRANDE,RS,SUL,SUDESTE RIO GRANDENSE
38550000,COROMANDEL,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
09781250,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
94818130,ALVORADA,RS,SUL,METROPOLITANA DE PORTO ALEGRE
26043313,NOVA IGUACU,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
55805000,TRACUNHAEM,PE,NORDESTE,MATA PERNAMBUCANA
35669000,PAPAGAIOS,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
88115775,SAO JOSE,SC,SUL,GRANDE FLORIANOPOLIS
13300035,ITU,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
85803760,CASCAVEL,PR,SUL,OESTE PARANAENSE
02867090,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
15807200,CATANDUVA,SP,SUDESTE,SAO JOSE DO RIO PRETO
64745000,SAO FRANCISCO DE ASSIS DO PIAUI,PI,NORDESTE,SUDESTE PIAUIENSE
07172050,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
03257180,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
08142460,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
69094600,MANAUS,AM,NORTE,CENTRO AMAZONENSE
15402572,OLIMPIA,SP,SUDESTE,SAO JOSE DO RIO PRETO
60335110,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
13573224,SAO CARLOS,SP,SUDESTE,ARARAQUARA
96222232,RIO GRANDE,RS,SUL,SUDESTE RIO GRANDENSE
88104800,SAO JOSE,SC,SUL,GRANDE FLORIANOPOLIS
14077080,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
68900022,MACAPA,AP,NORTE,SUL DO AMAPA
13900560,AMPARO,SP,SUDESTE,CAMPINAS
06010010,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
75280000,ORIZONA,GO,CENTRO-OESTE,SUL GOIANO
44220970,SAUBARA,BA,NORDESTE,METROPOLITANA DE SALVADOR
78555008,SINOP,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
13181650,SUMARE,SP,SUDESTE,CAMPINAS
89985000,PALMA SOLA,SC,SUL,OESTE CATARINENSE
01213000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
01309000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
28027350,CAMPOS DOS GOYTACAZES,RJ,SUDESTE,NORTE FLUMINENSE
11436020,GUARUJA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
45580000,IBIRATAIA,BA,NORDESTE,SUL BAIANO
